idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
99 1.6663937344752937 -1.6663937344752937 0.0 0.0 0.5 43303.23062165089 135.02149315178204 0.21894084531244679 1408.2985754643432 0.0 0.2923279499889391 
100 1.5998722625316364 -1.5998722625316364 0.0 0.0 0.5 48713.204614753806 104.93931318847069 0.21722848869626452 1487.3681812703037 0.0 0.2875403065281922 
101 1.1573486776972899 -1.1573486776972899 0.0 0.0 0.5 21865.02356038373 142.97789643112435 0.24068913316487428 1514.6145228683274 0.0 0.28673499936786545 
102 0.6395820312645534 -0.6395820312645534 0.0 0.0 0.5 23596.741633601065 137.3416639877476 0.2356222009180018 1527.2202323078413 0.0 0.28758652260727346 
103 1.3219760016753666 -1.3219760016753666 0.0 0.0 0.5 42334.87942399377 131.85339883094258 0.2249844477446597 1414.4970283644059 0.0 0.29129496642958463 
104 0.8576578015722774 -0.8576578015722774 0.0 0.0 0.5 19755.63356068837 135.54062437167326 0.2385660303570627 1463.697773251653 0.0 0.2892823788793767 
105 2.216609987699931 -2.216609987699931 0.0 0.0 0.5 28849.58866446484 105.01689572892096 0.22293310924734064 1543.2922897651224 0.0 0.28722122568347336 
106 1.1250027848652506 -1.1250027848652506 0.0 0.0 0.5 36538.86169867275 142.8660352323721 0.22787156878965542 1457.4374666008282 0.0 0.2899768204150286 
107 0.9212949648111055 -0.9212949648111055 0.0 0.0 0.5 45086.37171068773 146.84653168370423 0.2209750483764015 1440.6745172908575 0.0 0.29030299783456687 
108 2.1977623021847776 -2.1977623021847776 0.0 0.0 0.5 35295.961116403145 128.06759676489244 0.22312339782402946 1467.9198604695807 0.0 0.29007739958195267 
109 1.447292712415199 -1.447292712415199 0.0 0.0 0.5 38361.938426974564 139.80928416640504 0.22811136820717956 1439.3200012766963 0.0 0.2897242771673547 
110 0.7124506715615735 -0.7124506715615735 0.0 0.0 0.5 13559.134754216731 128.9448327839637 0.24586482027720813 1617.3608787662677 0.0 0.28401444906803675 
111 1.3535936352820255 -1.3535936352820255 0.0 0.0 0.5 17000.041802046388 150.0577295910921 0.24453362248181731 1498.5751452131328 0.0 0.28827085584610934 
112 1.433840176510135 -1.433840176510135 0.0 0.0 0.5 22323.687455948082 131.16565645382684 0.2299210676853209 1428.5352802927075 0.0 0.29185727797114264 
113 2.2682646505939283 -2.2682646505939283 0.0 0.0 0.5 35433.76598772753 96.6527057133194 0.2173148823484106 1504.4688067203078 0.0 0.2883888995879945 
114 2.0736739124146366 -2.0736739124146366 0.0 0.0 0.5 59450.24869120334 116.4407750845951 0.21312007500074936 1332.8118080383842 0.0 0.29315137363438654 
115 1.5344523527558793 -1.5344523527558793 0.0 0.0 0.5 41337.73442437491 151.86282609151823 0.22595954940347637 1346.0864389918547 0.0 0.29390159997979576 
116 1.989548678360562 -1.989548678360562 0.0 0.0 0.5 17039.853886906996 110.54068629017655 0.23546781206204304 1488.7923509403295 0.0 0.2883918703092528 
